,cfile,RvsdgConstructionTime[ns],#RvsdgNodes,#PointsToGraphNodes,#PointsToGraphAllocaNodes,#PointsToGraphDeltaNodes,#PointsToGraphImportNodes,#PointsToGraphLambdaNodes,#PointsToGraphMallocNodes,#PointsToGraphMemoryNodes,#PointsToGraphRegisterNodes,#PointsToGraphEdges,AndersenAnalysisTimer[ns],AndersenSetBuildingTimer[ns],AndersenOVSTimer[ns],AndersenWorklistTimer[ns],PointsToGraphConstructionTimer[ns],#SimpleAllocas,#NonReentrantAllocas,#ExtModRefSets,#ExtModRefCompressed,#ExtModRefKept,#LocalModRefSets,#LocalModRefKept,CallGraphTimer[ns],AllocasDeadInSccsTimer[ns],SimpleAllocasSetTimer[ns],NonReentrantAllocaSetsTimer[ns],CreateExternalModRefSetTimer[ns],AnnotationTimer[ns],SolvingTimer[ns],ExternalCompactionTimer[ns],#IntraProceduralRegions,#TotalAllocaStateArguments,#TotalMallocStateArguments,#TotalDeltaStateArguments,#TotalImportStateArguments,#TotalLambdaStateArguments,#TotalExternalStateArguments,#TotalNonEscapedStateArguments,#MaxMemoryStateArguments,#MaxNonEscapedMemoryStateArguments,#LoadOperations,#TotalAllocaStatesThroughLoad,#TotalMallocStatesThroughLoad,#TotalDeltaStatesThroughLoad,#TotalImportStatesThroughLoad,#TotalLambdaStatesThroughLoad,#TotalExternalStatesThroughLoad,#TotalNonEscapedStatesThroughLoad,#MaxMemoryStatesThroughLoad,#MaxNonEscapedMemoryStatesThroughLoad,#StoreOperations,#TotalAllocaStatesThroughStore,#TotalMallocStatesThroughStore,#TotalDeltaStatesThroughStore,#TotalImportStatesThroughStore,#TotalLambdaStatesThroughStore,#TotalExternalStatesThroughStore,#TotalNonEscapedStatesThroughStore,#MaxMemoryStatesThroughStore,#MaxNonEscapedMemoryStatesThroughStore,#CallEntryMergeOperations,#TotalAllocaStatesIntoCallEntryMerge,#TotalMallocStatesIntoCallEntryMerge,#TotalDeltaStatesIntoCallEntryMerge,#TotalImportStatesIntoCallEntryMerge,#TotalLambdaStatesIntoCallEntryMerge,#TotalExternalStatesIntoCallEntryMerge,#TotalNonEscapedStatesIntoCallEntryMerge,#MaxMemoryStatesIntoCallEntryMerge,#MaxNonEscapedMemoryStatesIntoCallEntryMerge,MemoryStateEncodingTime[ns],#TotalLoads,#LoadsForwarded,SvfTracingTime[ns],SvfForwardingTime[ns],StoreValueForwardingTime[ns],TransformationPass-000-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-001-PredicateCorrelation-#RvsdgNodesBefore,TransformationPass-002-CommonNodeElimination-#RvsdgNodesBefore,TransformationPass-003-InvariantValueRedirection-#RvsdgNodesBefore,TransformationPass-004-DeadNodeElimination-#RvsdgNodesBefore,TransformationPass-005-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-006-PointsToAnalysisStateEncoder-#RvsdgNodesBefore,TransformationPass-007-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-008-StoreValueForwarding-#RvsdgNodesBefore,TransformationPass-009-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-010-CommonNodeElimination-#RvsdgNodesBefore,TransformationPass-011-InvariantValueRedirection-#RvsdgNodesBefore,TransformationPass-012-NodeReduction-#RvsdgNodesBefore,TransformationPass-013-DeadNodeElimination-#RvsdgNodesBefore,TransformationPass-014-RvsdgTreePrinter-#RvsdgNodesBefore,#RvsdgNodesAfterSequence,OptimizationTime[ns],TransformationPass-000-RvsdgTreePrinter-Timer[ns],TransformationPass-001-PredicateCorrelation-Timer[ns],TransformationPass-002-CommonNodeElimination-Timer[ns],TransformationPass-003-InvariantValueRedirection-Timer[ns],TransformationPass-004-DeadNodeElimination-Timer[ns],TransformationPass-005-RvsdgTreePrinter-Timer[ns],TransformationPass-006-PointsToAnalysisStateEncoder-Timer[ns],TransformationPass-007-RvsdgTreePrinter-Timer[ns],TransformationPass-008-StoreValueForwarding-Timer[ns],TransformationPass-009-RvsdgTreePrinter-Timer[ns],TransformationPass-010-CommonNodeElimination-Timer[ns],TransformationPass-011-InvariantValueRedirection-Timer[ns],TransformationPass-012-NodeReduction-Timer[ns],TransformationPass-013-DeadNodeElimination-Timer[ns],TransformationPass-014-RvsdgTreePrinter-Timer[ns],RvsdgDestructionTime[ns],Tree4-NumAllocaNodes,Tree4-NumStoreNodes,Tree4-NumLoadNodes,Tree4-NumMemoryStateTypeArguments,Tree0-NumAllocaNodes,Tree0-NumStoreNodes,Tree0-NumLoadNodes,Tree0-NumMemoryStateTypeArguments,Tree3-NumAllocaNodes,Tree3-NumStoreNodes,Tree3-NumLoadNodes,Tree3-NumMemoryStateTypeArguments,Tree1-NumAllocaNodes,Tree1-NumStoreNodes,Tree1-NumLoadNodes,Tree1-NumMemoryStateTypeArguments,Tree2-NumAllocaNodes,Tree2-NumStoreNodes,Tree2-NumLoadNodes,Tree2-NumMemoryStateTypeArguments,Configuration,RegionAwareModRefSummarizerTime[ns],TotalTime[ns],#TotalMemoryStateArguments,#TotalMemoryStatesThroughLoad,#TotalMemoryStatesThroughStore,#TotalMemoryStatesIntoCallEntryMerge
22,redist2017-538.imagick+magick_draw.c,93372798,29742,3104,601,168,89,69,0,928,2176,428128,50181116,33854698,4483544,2212652,8037185,552,552,3296,140446,30033,7223,7265,10651985,4129176,26580,273078,3950,20899622,13281253,14342014,1994,20578,0,0,95,0,1549,10074,65,47,5861,11353,0,0,30,0,1040,4521,18,2,1744,3142,0,0,5,0,287,1414,18,2,1114,8528,0,0,90,0,1040,24,18,3,49088755,5860,4286,33926597,25082316,93418987,38038,38038,38038,38038,29886,29742,29742,31374,31374,24156,24156,24156,23142,21950,20209,20209,1255160753,49921048,6178420,76728342,19665862,61118318,40702323,291148706,49173174,97456905,50389074,150978314,20528975,159872942,88637236,34237784,77022130,84,490,1570,12839,601,1744,5862,1870,538,1558,1574,22133,601,1744,5861,1870,598,1697,5860,22133,RegionAwareModRef,63607658,1425555681,22222,12423,3434,9658
23,redist2017-507.cactuBSSN+PUGHReduce_ReductionMax.c,16494054,3507,402,89,7,5,4,0,106,296,3627,5225477,3743229,421896,217989,657935,89,89,369,0,1544,984,984,755334,48940,4430,16669,800,1599897,330988,397806,306,2409,0,1,0,0,285,2410,68,67,777,630,0,1,0,0,146,631,1,1,289,253,0,0,0,0,36,253,1,1,6,0,0,0,0,0,6,0,1,0,4256705,777,630,3756858,2441088,9447432,4111,4111,4111,4111,3618,3507,3507,3429,3429,2360,2360,2360,2315,2100,1797,1797,102023208,4643642,361497,6744244,1985893,5482755,3037355,24457448,3859788,9739490,4230445,13850515,1731556,9671800,7256030,2169043,4312494,0,36,147,286,89,289,780,306,69,269,147,2695,89,289,777,306,86,286,777,2695,RegionAwareModRef,3154864,122829756,2695,777,289,6
24,redist2017-526.blender+blender_source_blender_nodes_texture_node_texture_tree.c,3837948,1583,425,64,16,30,14,0,125,300,14570,1985213,1246490,154969,217008,271258,62,62,201,1103,450,366,363,130288,14450,2660,17780,1200,486646,154469,138519,113,286,0,1,30,0,107,276,10,9,260,203,0,0,24,0,60,194,2,1,127,100,0,10,12,0,28,85,3,1,49,7,0,5,13,0,49,0,3,0,1307859,260,194,648235,188419,1771325,1859,1859,1859,1859,1597,1583,1583,1635,1635,1240,1240,1240,1221,1168,1073,1073,22810019,1237840,118759,2788156,450566,1273109,784644,6731914,913132,1787335,796853,2001803,266007,1451438,1054421,677834,1652226,2,42,66,141,64,127,260,109,36,95,66,417,64,127,260,109,60,123,260,417,RegionAwareModRef,946012,28300193,424,287,150,74
25,redist2017-525.x264+input_thread.c,1102831,505,115,20,2,3,5,2,33,82,884,546425,317477,37690,72759,82619,20,20,58,203,161,127,128,34790,6670,1250,5260,860,119319,33509,39880,25,52,18,9,18,0,25,52,10,5,95,64,14,4,11,0,22,64,6,1,40,24,11,5,6,0,9,24,6,1,7,0,6,3,6,0,7,0,6,0,363247,95,68,365677,31090,550216,652,652,652,652,509,505,505,503,503,381,381,381,374,358,329,329,4984370,264678,41199,518516,80719,232338,177339,1595377,193838,553606,156388,313878,37690,337128,212988,149719,405846,1,16,27,67,20,40,97,25,12,32,27,117,20,40,95,25,18,38,95,117,RegionAwareModRef,241538,6493047,122,115,55,22
26,ghostscript-10.04.0+pdf_pdf_annot.c,66962174,21298,3938,864,203,103,116,0,1287,2651,734360,63066107,38501955,5500083,4794010,11136756,711,711,2101,324268,11496,5791,6026,11081597,4475202,91109,666554,24950,21118632,38778272,23150524,1908,11941,0,94,0,0,1577,7326,29,24,3415,3723,0,35,0,0,328,2546,11,3,1704,1854,0,0,0,0,35,1581,14,14,889,2711,0,25,0,0,886,68,14,12,40657686,3413,2433,7875689,5307282,34671426,24934,24934,24934,24934,21340,21298,21298,22463,22463,18119,18119,18119,18048,16213,14466,14466,920134589,45671434,5073147,75612771,15016543,65316158,42164204,314457791,38695773,35359801,34609628,65853433,10806119,52822833,52414837,20374768,43461422,196,252,980,7341,864,1704,3447,1802,710,1511,980,13369,864,1704,3415,1802,827,1662,3413,13369,RegionAwareModRef,99386840,1030558185,13612,4086,1889,3622
27,redist2017-526.blender+zlib_infback.c,20810745,6090,253,29,15,4,4,0,53,200,3154,7242859,6001379,286188,187238,611975,28,28,394,44,1633,839,832,982942,18030,2050,11070,850,1746985,356427,417677,375,2147,0,0,0,0,311,1865,20,18,668,655,0,0,0,0,113,533,2,1,318,302,0,0,0,0,97,189,2,1,26,24,0,0,0,0,26,0,2,0,4538691,668,491,14112158,9017547,28677710,6897,6897,6897,6897,6095,6090,6090,6122,6122,5430,5430,5430,5384,5162,4957,4957,192941445,4993728,315428,8576468,1697535,6300768,3608279,29724362,5879720,30364816,10194435,34773029,4126436,30289676,13785624,2785437,5616073,3,129,177,702,29,318,668,335,28,317,177,2457,29,318,668,335,29,318,668,2457,RegionAwareModRef,3536031,219368263,2458,768,399,50
28,ghostscript-10.04.0+devices_vector_gdevpdf.c,123245782,33786,4230,461,264,179,53,0,958,3272,1107111,70391747,46703777,6392107,3717648,10969838,406,406,3620,172836,24569,5504,5551,11663312,1166790,68020,308707,14630,24957060,17027416,17805930,1864,15150,0,0,3,0,1533,6737,92,84,5320,11063,0,0,4,0,1532,3371,16,1,1425,1750,0,0,1,0,345,926,16,1,916,5254,0,0,4,0,912,0,16,0,53764817,5320,3414,200852318,10438597,242285219,40322,40322,40322,40322,34014,33786,33786,35276,35276,29414,29414,29414,28624,27725,26489,26489,1533360270,59431750,6781233,94900030,20992383,85421700,51988042,348025048,57604565,243484829,44407026,145948540,17099216,135001112,94915530,50808312,96191069,55,499,1903,9890,461,1425,5324,1786,411,1352,1906,16627,461,1425,5320,1786,448,1413,5320,16627,RegionAwareModRef,73011865,1752797121,16686,12599,2096,6170
29,ghostscript-10.04.0+leptonica_src_textops.c,17619792,4970,988,204,36,50,13,0,304,684,56281,12359856,8843076,747134,560815,1626936,160,160,434,17234,3904,1277,1357,1872234,156019,20140,119599,7310,2827036,2403350,1831494,589,3902,0,0,373,0,373,2204,33,22,704,725,0,0,70,0,25,508,11,1,294,332,0,0,8,0,8,266,11,1,202,1037,0,0,202,0,202,12,13,2,8100441,704,501,1423437,1194440,6594105,5450,5450,5450,5450,4992,4970,4970,5240,5240,4353,4353,4353,4335,3929,3521,3521,140359360,5731332,369646,11842390,2661608,10303513,8385570,51018901,4971058,6705884,4175265,12947161,1777945,6803113,6483025,2823087,6951901,54,34,203,2551,204,294,704,575,204,290,203,4589,204,294,704,575,204,294,704,4589,RegionAwareModRef,9237182,164931053,4648,820,348,1441
30,redist2017-502.gcc+gimple.c,113256657,26561,5525,941,56,80,370,0,1448,4077,827982,56977766,41689141,3786179,3937678,6223870,921,921,3397,88843,8873,6250,6296,8834058,20358974,91589,764484,11580,19693059,10822192,12193981,2922,7640,0,139,1256,0,2269,6669,26,24,4449,3351,0,70,693,0,939,3147,6,3,1573,1462,0,25,21,0,159,1385,6,3,1029,477,0,37,192,0,988,71,6,3,38560046,4448,3103,13939403,5948552,47507803,31871,31871,31871,31871,26871,26561,26561,28367,28367,21692,21692,21692,21599,20691,19256,19256,969489632,49637745,3254883,73580221,17662486,66387809,48512184,284409052,48303016,48226827,43484635,82028321,14205224,44407078,58690462,34944315,63497582,43,231,1345,4800,941,1573,4469,2804,500,1098,1345,11253,941,1573,4449,2804,940,1572,4448,11253,RegionAwareModRef,72769917,1146243871,11304,5053,1667,1694
31,gdb-15.2+bfd_elf32-i386.c,84979247,24227,2831,344,112,202,35,0,694,2137,463175,37133613,26748068,2342610,1384289,5466725,327,327,2453,32180,17652,3612,3521,8114963,1687266,27380,156459,3660,13855675,5282537,6740644,2214,18473,0,0,0,0,1636,11978,91,82,3471,7526,0,0,0,0,1265,2146,9,3,871,1133,0,0,0,0,111,696,9,3,304,1291,0,0,0,0,292,7,11,2,29011980,3471,2095,24168296,16795388,61170104,27359,27359,27359,27359,24240,24227,24227,24513,24513,20980,20980,20980,20533,19830,18906,18906,874651572,39055927,4035276,49335002,10956190,47672926,29527106,196015088,36747335,63980111,39560732,101820287,12661725,115280716,61280723,24860984,59016771,21,183,1376,8519,344,871,3474,1980,308,817,1376,20025,344,871,3471,1980,330,855,3471,20025,RegionAwareModRef,35868584,1018647590,20109,8791,1244,1583
32,redist2017-502.gcc+tree-ssa-loop-unswitch.c,7354099,2753,741,103,10,30,43,0,187,554,15800,3651490,2302031,258678,417956,514886,101,101,351,2276,1080,621,616,450896,212668,3690,31390,1310,828663,358127,288058,299,614,0,0,287,0,247,596,14,9,417,299,0,0,117,0,91,290,5,1,165,163,0,0,0,0,2,163,1,1,107,30,0,0,136,0,105,14,5,2,2683548,415,268,723882,383407,2877406,3230,3230,3230,3230,2805,2753,2753,2940,2940,2376,2376,2376,2364,2248,2055,2055,48169735,2549359,213428,4142196,744444,2060403,1660347,13979905,2351290,2910376,2032344,4568083,871193,3605800,3533081,1897494,4311245,7,26,147,619,103,165,427,283,74,134,147,1127,103,165,417,283,103,165,415,1127,RegionAwareModRef,2174802,59835079,1148,507,165,271
33,redist2017-526.blender+blender_source_blender_editors_space_action_action_select.c,13303099,6161,1128,200,59,65,29,0,354,774,92091,8857307,6126939,565615,715364,1133760,163,163,613,22638,3518,1184,1201,1526138,237278,9490,87849,3890,2920126,1847675,1824394,383,2340,0,0,208,0,293,1160,34,24,860,1307,0,0,130,0,169,555,10,1,309,283,0,0,9,0,63,227,10,1,218,734,0,0,120,0,216,0,10,0,7042632,860,553,1859288,949154,7411308,7044,7044,7044,7044,6193,6161,6161,6483,6483,5447,5447,5447,5419,5232,4918,4918,138529553,4809200,419377,9320453,2018263,5702313,3917937,43127733,7331449,7520827,6499726,13540128,2360961,10920219,12422137,4382524,12203249,38,84,307,1624,200,309,860,349,175,259,307,2784,200,309,860,349,197,306,860,2784,RegionAwareModRef,8456840,164035901,2841,1606,355,1070
34,ghostscript-10.04.0+freetype_src_pshinter_pshrec.c,8431609,3203,717,198,0,7,38,0,244,473,7926,4937028,3368541,327357,426397,636405,195,195,333,983,788,1015,1034,781583,291858,6090,86929,1670,1999423,418617,456546,255,883,0,0,0,0,196,870,15,14,599,518,0,0,0,0,86,509,2,2,332,280,0,0,0,0,58,275,3,3,64,12,0,0,0,0,64,9,2,1,3897367,599,489,744244,440095,3053814,3970,3970,3970,3970,3217,3203,3203,3212,3212,2332,2332,2332,2302,2068,1710,1710,60456491,4037406,287577,7659105,2451560,5228616,2433010,22109714,2288021,3088074,1204450,2849167,326378,2162362,1634596,902862,2045863,13,73,110,286,198,332,601,237,156,287,110,1067,198,332,599,237,198,332,599,1067,RegionAwareModRef,4042716,70933963,1079,604,338,76
35,ghostscript-10.04.0+psi_ztoken.c,7597865,2656,382,68,15,17,9,0,110,272,8700,3627689,2531189,211279,251178,500166,63,63,302,1304,826,489,484,486246,18320,3590,20030,1280,1032151,279098,258108,210,907,0,0,0,0,181,782,13,12,410,350,0,0,0,0,123,279,3,1,162,153,0,0,0,0,41,121,3,1,43,30,0,0,0,0,43,0,3,0,2643468,406,277,3351863,415776,5681512,3430,3430,3430,3430,2658,2656,2656,2676,2676,2252,2252,2252,2151,2036,1859,1859,51602495,2548818,221829,5039378,1113230,2988504,1539877,14209420,1994703,5726182,1764935,4695430,767724,3427940,3013495,1523837,3814838,5,41,128,291,68,162,410,198,65,155,129,1079,68,162,410,198,67,159,406,1079,RegionAwareModRef,2098823,63015198,1088,473,194,73
36,redist2017-502.gcc+tree-scalar-evolution.c,28447167,13903,3354,587,59,100,146,0,893,2461,371374,21281406,14256833,1693106,1854804,2793817,571,566,1644,49452,6865,3719,3953,4577273,4400174,23639,356458,4430,8435080,5026849,4870340,1302,5080,0,700,716,0,1057,4518,29,20,2451,2085,0,302,319,0,394,1833,9,3,953,984,0,18,26,0,34,970,5,4,639,587,0,446,464,0,615,182,12,6,19228702,2448,1692,3233685,2164122,17520276,15735,15735,15735,15735,14007,13903,13903,14874,14874,11501,11501,11501,11476,10764,9615,9615,371831801,21290695,1811545,28473286,7004452,21159866,13737668,117179809,17131209,17834984,14694160,31186814,6095540,20277754,28401278,10388345,25925897,44,121,756,3689,587,953,2469,1274,469,782,756,7355,587,953,2451,1274,587,952,2448,7355,RegionAwareModRef,27694243,426204865,7553,3100,1062,2112
37,sendmail-8.18.1+libsm_clock.c,2809397,867,182,34,4,14,7,0,60,122,1652,1077411,710174,64749,103010,147199,34,34,123,73,388,252,260,69959,10270,1500,8730,750,221438,87320,70759,107,209,0,66,100,0,78,275,14,11,147,76,0,28,35,0,22,104,3,1,92,54,0,12,22,0,14,66,3,1,42,0,0,1,53,0,42,1,3,1,829773,98,76,149900,82420,541476,980,980,980,980,869,867,867,928,928,778,778,778,775,729,648,648,12193491,708064,72109,1348609,157699,565635,585465,3477792,521546,548826,485846,1138111,123949,1059692,669164,481186,1100341,0,38,71,228,34,92,147,107,30,84,71,437,34,92,147,107,33,91,147,437,RegionAwareModRef,470726,16103229,453,161,102,96
38,redist2017-526.blender+blender_source_blender_bmesh_operators_bmo_bevel.c,911422,353,96,16,9,8,3,0,37,59,756,289498,171549,18200,32319,43750,15,15,34,10,76,68,68,18380,4910,940,3180,660,47839,13930,13580,17,45,0,0,0,0,17,34,13,11,40,35,0,0,0,0,5,35,1,1,18,17,0,0,0,0,1,17,1,1,17,17,0,0,0,0,17,0,2,0,157979,40,35,34850,15909,116919,425,425,425,425,357,353,353,378,378,306,306,306,292,278,251,251,2529668,242978,18570,256948,43540,135108,115409,766374,117779,119369,100979,152799,23980,165598,105529,95809,216249,1,1,5,27,16,18,40,17,13,15,5,61,16,18,40,17,16,18,40,61,RegionAwareModRef,103419,3657339,62,40,18,34
39,ghostscript-10.04.0+base_gstype2.c,36068717,6518,368,92,1,27,3,0,124,244,4957,11468083,8684697,539895,275788,1574957,87,87,353,176,3105,1611,1699,1665206,40649,4690,17400,1070,2607718,627965,717244,742,8818,0,0,0,0,530,6110,72,66,1132,1464,0,0,0,0,103,858,6,1,427,567,0,0,0,0,43,325,6,1,57,265,0,0,0,0,57,0,6,0,8842855,1132,858,59712071,58168979,135129113,7652,7652,7652,7652,6544,6518,6518,6548,6548,5263,5263,5263,5127,4808,4402,4402,635517479,7592837,560985,14872005,3013475,10783769,7252459,49271475,8674317,143536332,33893455,193681939,10705010,86812929,54780579,4144005,9534209,6,103,274,3319,92,427,1132,712,89,424,274,9341,92,427,1132,712,91,426,1132,9341,RegionAwareModRef,5681942,681120405,9348,1567,610,322
40,redist2017-526.blender+blender_source_blender_blenkernel_intern_tracking_plane_tracker.c,2915256,1050,245,57,3,10,9,0,80,165,2461,1161960,697404,86689,146619,165179,49,49,105,748,544,294,307,79749,23780,2280,10990,1270,249368,118689,97969,75,423,0,0,39,0,60,260,19,12,185,207,0,0,25,0,28,144,7,1,74,78,0,0,5,0,5,61,7,1,36,85,0,0,17,0,34,2,9,2,864423,185,138,283577,139030,814503,1323,1323,1323,1323,1056,1050,1050,1091,1091,811,811,811,793,745,673,673,12759953,732244,88670,1282430,196708,624745,473156,3811369,512976,824973,432246,1172130,158439,1014101,722624,448216,1047261,10,15,47,262,57,74,185,69,40,57,47,506,57,74,185,69,57,74,185,506,RegionAwareModRef,584095,16722470,522,260,88,136
41,ghostscript-10.04.0+extract_src_sys.c,1262849,564,179,30,9,18,7,0,65,114,3024,659114,403636,36920,81639,94589,28,28,61,139,145,135,134,39799,6840,1550,9060,850,117719,45570,39000,51,102,0,0,12,0,43,88,7,6,65,61,0,0,2,0,2,59,1,1,42,40,0,0,1,0,4,38,4,1,30,14,0,0,10,0,30,0,4,0,364907,65,59,87410,44460,286887,620,620,620,620,564,564,564,610,610,489,489,489,485,450,391,391,5905490,382587,37570,499826,70159,284427,289068,1811565,303888,291357,265908,443196,54420,436726,300128,296128,534395,2,4,6,65,30,42,65,49,25,36,6,153,30,42,65,49,30,42,65,153,RegionAwareModRef,260388,7702734,157,65,45,54
42,sendmail-8.18.1+libsm_stdio.c,2325261,950,224,55,1,14,11,0,82,142,2867,981672,653445,40940,97119,141719,51,51,104,448,243,248,253,68649,9560,2740,11250,950,247898,79849,80259,91,242,0,0,0,0,73,194,9,6,121,122,0,0,0,0,25,90,4,1,109,98,0,0,0,0,20,83,4,1,25,20,0,0,0,0,25,0,4,0,696455,121,93,243087,71450,611215,1110,1110,1110,1110,952,950,950,965,965,788,788,788,775,709,604,604,10151678,634005,76389,1003862,142289,481086,418286,3151264,458937,617225,411176,732154,100589,814884,486217,387567,853983,4,25,28,117,55,109,121,91,37,91,28,311,55,109,121,91,53,107,121,311,RegionAwareModRef,501155,13330922,315,147,118,45
43,emacs-29.4+src_category.c,7752597,3339,1061,172,33,29,73,0,308,753,47089,4489363,2695938,328547,595425,685084,168,168,306,6315,690,863,742,459656,605915,6280,50320,2410,1086371,552386,423856,232,473,0,0,66,0,175,432,12,9,386,320,0,0,40,0,52,315,3,1,214,203,0,0,3,0,8,199,1,1,241,38,0,0,54,0,129,0,3,0,2799797,386,316,469734,259498,2599659,3811,3811,3811,3811,3345,3339,3339,3665,3665,2893,2893,2893,2862,2744,2524,2524,52540935,2664818,213758,4119496,790914,2145123,1718146,16380208,2422240,2624898,1959554,3873258,787064,3401253,5957441,2290241,4253026,4,15,70,286,172,214,386,228,94,124,70,718,172,214,386,228,171,213,386,718,RegionAwareModRef,3187194,64546558,714,412,214,221
44,redist2017-526.blender+libpng_pngwtran.c,4993338,2515,301,103,0,5,6,0,115,186,1506,2485789,1730815,157739,165349,329678,103,103,279,0,837,712,723,171318,32240,3220,9790,830,687324,182449,186808,173,1089,0,0,0,0,156,1089,26,25,508,376,0,0,0,0,132,376,1,1,272,224,0,0,0,0,48,224,1,1,10,0,0,0,0,0,10,0,1,0,2093713,508,370,672183,302799,1812165,3140,3140,3140,3140,2553,2515,2515,2444,2444,1908,1908,1908,1808,1598,1309,1309,25783034,1219420,162289,2595429,394517,1140470,752624,9270273,955712,1830454,757514,2166542,233728,2047743,1144480,595075,1247779,2,58,138,203,103,272,508,173,103,272,138,1245,103,272,508,173,103,272,508,1245,RegionAwareModRef,1273979,32024151,1245,508,272,10
45,redist2017-557.xz+liblzma_simple_arm.c,594476,227,68,18,0,1,4,0,24,44,193,274118,153979,18410,41279,38730,18,18,17,0,36,81,84,18960,6119,1220,4660,620,59580,15130,17040,11,39,0,0,0,0,9,39,8,7,44,40,0,0,0,0,4,40,1,1,25,22,0,0,0,0,3,22,1,1,3,0,0,0,0,0,3,0,1,0,171228,44,40,68200,37320,181379,283,283,283,283,229,227,227,220,220,135,135,135,126,115,97,97,2331032,141579,20530,219828,41020,112629,86699,786694,93589,185078,69240,149599,23980,192428,93489,62900,145628,0,3,4,9,18,25,44,11,7,14,4,48,18,25,44,11,17,24,44,48,RegionAwareModRef,123329,3071136,48,44,25,3
46,redist2017-502.gcc+fold-const.c,955166998,137177,12288,1847,40,151,174,0,2213,10075,3164362,445794444,252822558,34529139,23221420,110804666,1743,1740,18121,2113184,212621,24500,23491,67663928,30671370,309637,1461038,32800,165371121,630348737,136551245,15394,103849,0,48,96857,0,11932,69702,286,265,25050,36274,0,21,33576,0,8134,14929,23,2,4086,4129,0,16,173,0,115,3929,23,4,4013,13137,0,7,33723,0,3985,868,31,10,341749711,25045,14684,174957651,141417406,502117820,150246,150246,150246,150246,137263,137177,137177,143739,143739,116366,116366,116366,115623,111763,106893,106893,8573621902,301370424,33987563,569332359,87088350,472570266,288735005,2753450392,297355222,528650053,292192943,1050322259,107981858,486587833,726802849,251876231,658690823,190,308,10353,146922,1847,4086,25053,14110,1676,3657,10361,212273,1847,4086,25050,14110,1836,4075,25045,212273,RegionAwareModRef,1032409876,10187479723,212686,78005,4433,50852
47,ghostscript-10.04.0+libpng_pngread.c,51333409,14689,1567,342,63,96,38,0,540,1027,124644,28721960,19597426,2705118,1170030,4347744,333,333,1372,10822,5608,3174,3213,5265305,691435,50229,224398,2020,9898047,3227343,3686729,1291,7181,0,0,0,0,1012,6075,48,43,2398,2339,0,0,0,0,408,1915,5,1,808,742,0,0,0,0,105,665,5,1,329,362,0,0,0,0,329,1,5,1,20462998,2396,1924,9947373,6231246,30048288,16930,16930,16930,16930,14798,14689,14689,15079,15079,12085,12085,12085,11601,10967,10044,10044,503231709,26447118,1547238,35154805,8292700,29931869,24000988,131236720,26184001,30871611,22590021,50434177,7479168,32299069,32899294,17890440,29184355,11,143,472,2114,342,808,2401,1215,312,767,472,8183,342,808,2398,1215,341,807,2396,8183,RegionAwareModRef,23045506,583749473,8193,2747,847,691
48,ghostscript-10.04.0+psi_zbfont.c,18917710,5739,1108,248,36,47,26,0,358,750,83972,10785280,7447128,666535,733263,1559557,193,193,607,28696,4408,1322,1342,1852914,294188,22060,111449,8650,3790368,2742567,2768806,492,4014,0,0,0,0,370,1819,36,17,866,1481,0,0,0,0,181,549,19,1,409,614,0,0,0,0,82,300,19,1,129,728,0,0,0,0,129,6,20,2,7909533,866,537,1634353,651366,5885210,6993,6993,6993,6993,5742,5739,5739,5844,5844,4879,4879,4879,4810,4455,4058,4058,129589215,7201039,481246,12924941,3019624,9622899,3399391,47846276,4598951,5967430,3816628,10288543,1271809,9479470,4857259,2140692,6427736,62,116,329,2592,248,409,866,464,209,363,329,4327,248,409,866,464,244,405,866,4327,RegionAwareModRef,11591002,154934661,4384,1662,696,857
49,redist2017-526.blender+blender_source_blender_blenlib_intern_listbase.c,6712144,2567,724,129,1,4,32,0,167,557,16483,3852098,2328100,455846,396717,533465,129,129,371,1089,664,726,731,668904,279938,4860,31750,1280,1506627,234108,347277,241,514,0,0,14,0,209,514,7,6,531,390,0,0,8,0,137,390,2,1,267,187,0,0,3,0,80,187,2,1,23,0,0,0,7,0,23,0,2,0,2744218,531,393,936457,453894,3347673,3255,3255,3255,3255,2589,2567,2567,2548,2548,1871,1871,1871,1799,1636,1361,1361,50597616,2786207,245418,6408976,1361919,3739669,1930204,15878637,1874274,3390642,1755945,3942927,551305,2469409,1904254,1012361,2173712,0,80,138,219,129,267,531,231,103,236,138,733,129,267,531,231,129,267,531,733,RegionAwareModRef,3074744,59483472,737,535,270,30
